text,topic,label,source
"Hi I m 31, about to be 32 I have one son and I am on the mirena which was due to be removed this past may, but I not had it removed yet, lately I have had nausea, hot flashes, headaches, I never have energy, I am over weight, but have never yet had any major health issues, I m not sure what to think other then it s all hormonal, but asking advice, nausea, hot flashes and headaches are something I never normally have and it s been happening now for a while, night time, and day time! What should I do? Is this worth going to the dr for? Could have to do with the mirena birth control? Thank you!",contraception,0,healthcaremagic
"I am having pain in my left abdomen, feels like kidney and ovary , i have numbness in my left leg and side of my vagina, left side, feels like its falling asleep, just numbness and circulatory pain, no tingling . Recently cannot hold urination . Immediate urge, no waiting time. Just was treated for uti, finished meds, also have ovaeian cysts but only on eight side, to my knowledge",general_srh,6,healthcaremagic
Most common brain lesion causing central precocious puberty is:,puberty,3,medmcqa
Sterilization of culture media containing serum is by :,contraception,0,medmcqa
"Hi, I have a masturbation technique where I lay down on the bed with my stomach and then place my penis into sheets with my hands and start rubbing my full body up and down. Shortly, I rub my penis into bed sheets. I can t masturbate with my hand because my hand is too rough and i get no effect, just my penis gets real hot and there is no pleasure. Now, I have 2 questions. First one the most important",general_srh,6,healthcaremagic
For how long can an AIDS patient live on medication?,sti_hiv,1,afrimedqa
Herpes zoster in geniculate ganglion causes:,sti_hiv,1,medmcqa
All are used in treating spasmodic dysmenorrhea except:,puberty,3,medmcqa
hi I am trying to get pregnant and I was prescribed provera for ten days my cycle came on and the ten days are up. Me and my husband have not used a condem since then. My question is how long would it take to get pregnant after getting off of provera ?,pregnancy,2,healthcaremagic
"Something has been bothering me greatly over the past few days. I am 14 weeks pregnant and have been abstinent from marijuana for 60 days. However, last week when I went to my prenatal visit my drug test came back positive for marijuana. This has bothered me because I quit smoking before I even knew I was pregnant, but the thc is still in my system! I am overweight, with a BMI of 38. Is this the cause of the marijuana taking so long to get out of my system? I know it is stored in fat cells. Thanks.",pregnancy,2,healthcaremagic
Extrahepatic Manifestations of Hepatitis C include all of the following Except:,sti_hiv,1,medmcqa
"Hi I had been infected by chlamydia and was treated for it with zithromax and ciprfloxacin over a year ago. I have had clear fluid coming out from the tip of my penis especially after urinating, I also have tiny white bumps at the base of my shaft usually one at a time only which was accompanied by an itch scrotum that seemed to be peeling. The itching happened only once but the white bumps are recurring. Most recently, i noticed that the opening of my penis seemed darker and i see small red dots (not bumps) on the penis itself. I was sexually active with multiple partners in 2011. I don t know if the descriptions I gave are all connected or if I m just making connections of different conditions. I just wanna know what this could possible be...",general_srh,6,healthcaremagic
"hi i,m fathima... now im in my 4th week 0f pregnancy... but my lower abdominal is paining daily. also i having all those pregnancy symptoms. can i travel in flight alone..? eventhough before by pregnancy while travelling in flight i feel very bad..with my health. pls answer my question",pregnancy,2,healthcaremagic
HIV selectivly infects and destroys -,sti_hiv,1,medmcqa
Hello I am 27 I have never been on birth control until last year jan I started on implanon since then I have my lady issue for around 23 days or so and afterwards I get a discharge and light odor it doesnt smell bad it just noticeable i have been to the doctor two or three times and one said it was vaginosis and the other said yeast infection. I have never had any of these issue before the birth control they said my body just had to get used to it. is there any kind of vitamin or over the counter minerals I can take to prevent this issue from continuing? and could this one day effect my body from baring children?,contraception,0,healthcaremagic
"Hello Dr,I had high triglyceride 422 & had been advised to take fenofibrate 175mg for the past 3 months i have been taking this contineously , from last week i have pain on my right side of chest &6 looks like somthing is holding in theliver , after making a scanning the report suggested mild enlargement of live & fatty liver, the dr made ALT GPT) 56 & ALT SPT 76 . he advised me simaril 160 mg 2 times daily , but i still have pain in liver sometimes good , HCV & Hepatitis B is negative made new tests. kindly Advise.",sti_hiv,1,healthcaremagic
Facultative organisms constituting female vaginal flora include all except,general_srh,6,medmcqa
hello madam this is preetha here.... yesterday i had intercouse wit my boyfreind wit a condom but accidently the condom went inside my vagina ..i took it out but now i afraid that i will get pegnat so i wanna take ipill..is it safe for me or should i visti the dctor,contraception,0,healthcaremagic
"I was exposed to hiv and hepatitis c positive blood a while ago, my antibody tests remained negative out through 6 months. But I continue to have symptoms, including an odd feeling in my liver and what seems to be a lump at the bottom of my liver right under my rib cage. Is it possible that hiv infection could delay the production of hepatitis c antibodies longer than 6 months?",sti_hiv,1,healthcaremagic
"The question is probably more geared toward a urologist. What can I use to treat tears below the head of my penis right where the skin is connected. Not the top skin torn because of lack of circumcision. At 23, I was still uncircumcised and then the skin was cut during intercourse causing much bleeding probably occurring because she had a diaphragm inside of her. I felt the cut and immediately ejected, went to hospital where I received temporary medication, told to use cocoa butter and sent home saying, I guess you were naturally circumcised. I never really had a problem afterward the skin tear, but as I get older, it seems to get slight tears at the bottom of the head where the skin is pulled back as far as it can, despite only having periodic sex. Any suggestions for remedies, special dermatological solutions etc???",contraception,0,healthcaremagic
Hi Dr I had 2 years married but we don t have childs yet My semen analysis Sperm count 65milliin per ejaculation volume 2 ml Ph 8 Motility grade %/ Progressive 0% Non progressive 15% Immotile 85% Liquification 30 minutes My sperm number is good but the motility is almost 0 So what are suggested medicnes or proceders can i do it to get babys,general_srh,6,healthcaremagic
"I have migraines with prodrome and aura, however, no headache . Recently started to have seizures when I suspect the headach would normally follow. I have seen my doctor and had a scan which was recorded when I was not having symptoms. It returned as normal. The migraines, with or without the seizures, almost always occur during PMS , either just before my period or a few days prior. I was given a diagnosis of migraine variant. No other treatment was offered as I take BC pills and 50 mg of Zoloft daily. My gyno has suggested raising my dose of Zoloft to 100 mg for 10 days out od my cycle. I am considering this, My question is, do you think there could be a different diagnosis or treatment option? the seizures are quite frightening.",puberty,3,healthcaremagic
"hi, iam 27yrs old, completed our 4th yr of marriage. iam diagnosed with PCOS , ihv been taking treatment for almost 2 yrs. its been 1 1/2yrs of consultation with my present doc who is treating me. I along with my husband have got all the test done. my husband is completely fit, touchwood. we had tried alot for concieving but till now no luck. i dont get menses without taking medicine. in my 1st stage of treatment i was taking TARANA then in the 2nd stage i took laterol , pregnistar, premosa, duphaston , folic acid . and for ovulation i was prescribed pregnyl 5000. can anyone of u plss advice me was this the best treatment or what is the reason for me not concieving. thank you",pregnancy,2,healthcaremagic
The hemoglobin to appear first in the fetus is –,pregnancy,2,medmcqa
my mothers age is 40 and shes suffering hepatitis C.. now a days due to asthma (which started 2 month before) she feels tired and sleepy her b.p lowers usually.. im sending you her hematology report kindly check this out.. we are very worried about her hemoglobin 11.2 ESR 15 TLC 0000 DLC neutrophils 36lymphocytes 60monocytes 02eosinophils 02BIOCHEMISTRY REPORTSGPT 169SGOT 102SR.ALBUMIN 3.5PLEASE HELP US PLEASE..,sti_hiv,1,healthcaremagic
"A 26-year-old lady, complains to her gynaecologist of discomfo during intercourse. Pelvic examination demonstrates a frothy, yellow-green vaginal discharge with a strong odour and small, red, ulcerations of the vaginal wall. A wet mount preparation demonstrates motile, flagellated protozoa. Which of the following is the most likely causative organism?",general_srh,6,medmcqa
hi..i am 27yrs old. I am trying to conceive since 6 months but not able to become pregnant . I am having polycystic ovary . sometimes i have irregular period. My gyn prescribed me Letroze and to do ovulation test from 10th day of period. I got my period on 8th july 2011 and it lasted for 7 days. Please tell how far will it be successful? when can I expect the day of ovulation....Plz help....I am very worried,pregnancy,2,healthcaremagic
i want to know how can i take fenugreek by grinding ant i should take about half tea spoon but my mom says its not safe for ur body it may harm u internally means menstrual problems or uteriine problems and clarified ghee is it effective in breast gowth.i want my breast well developed and im of 25 age and hight is 5.5 and weight is 54.please tell me some guideline but i dnt want to use creams or pills .u tell me some home remedies.,puberty,3,healthcaremagic
Hi good day. I have a a concern regarding my penis. I noticed that their is a small yellowish discharge on my underwear and the part of urethra is itchy to touch. Sometimes i feel pain on the shaft. What is this kind of infection? hope you can help me..Thanks,general_srh,6,healthcaremagic
I have had a bad fall 2 1/2 years ago have cervical spondylitis and herminated discs really painful shoulder and neck now found out ive got signs of small vessel ischaemic discease on the right side can this be caused by the trauma as mostly the damage is on the right side of my body I have also got multiple hip cysts on the right hip and ive as well got indention of the theca in my cervical level which hurts when I breath,general_srh,6,healthcaremagic
hi i am 14 weeks pregnant and have HPV I just discovered two growths? on the inside of my vagina...its like in the folds of my inner labia i think there is one on each side ... and they are white. They look nothing like the warts i am being treated for they are much bigger and look more like cysts or glands,sti_hiv,1,healthcaremagic
Average blood loss in normal menstruation:,puberty,3,medmcqa
"Hello doc, my husband is 34 year old with hepatitis C. The physician has treating him has suggested liver transplant. Could u give me insight about the same and who is it indicated? What are its complications?",sti_hiv,1,healthcaremagic
I was licked by a dog in Thailand 7 days ago and now Im freaking out. Is it too late to get the vaccine? I was licked once on my finger (no open wound) by a normal looking dog. I washed my hands with an antibacterial gel (purell) immediately afterwards. I was not worried about it but when I got back from thailand (today) I realized a had a yeast infection (vaginal) and now Ill all worried it may have been caused by a weak immune system due to my body trying to fight off the rabies virus. Help!!,general_srh,6,healthcaremagic
"Hi, my boyfriend has suddenly lost alot of weight 12-15pounds within this month, he is already small in nature, usually weighs in between 150-155lbs when healthy. His symptoms are lack of appetite, little jaundice in the white of his eyes, back pain and sometimes pain cramping near the liver, frequent night sweats, pale skin, feeling tired at times, low/no libido. He has seen a liver specialist to rule out any major diagnosis. Doctors have mentioned GS but he isnt fully diagnosed because of uncertainty. This is the third episode he has had within 2 years, and for each time, its after a certain period of time working nights that he gets all of these symptoms. Could there be a correlation with gs and working nights?",general_srh,6,healthcaremagic
"In a 3 year old child, most common cause of hepatitis B is -",sti_hiv,1,medmcqa
"I had sex yesterday and me and my boyfriend are very paranoid , it was our first time having sex . We used a condom we used it properly no torns nothing and ontop of that he didnt ejaculate , but my question is could precum slide out of the condom or ...?",contraception,0,healthcaremagic
"The tip of my penis has been feeling wet and clammy recently. Almost like the feeling you get when you get a small drip of urine in your underwear. This has been a pretty constant feeling and it is very annoying. I am not and never have been sexually active. I am 18 years old, and masturbate frequently.",general_srh,6,healthcaremagic
"Hello, About 5 months ago i was playing a dare game, And i was dared to stick a carrot with a condom on up my anus, I agreed to the dared and i stuck half of the carrot up my anusBut after that about 2 or 5 days later i stop having orgasm while i ejaculate, Now when i ejaculate i just feel the sperm coming out but with no pleasurable feeling. I dont know whats wrong with me",contraception,0,healthcaremagic
"Hello, I am a 29yr old white female. 5 5 125 lbs. On Jan 6th of this year I slipped in my driveway and fell straight back on the back of my head, middle right side. I had a gaping wound , had a concussion , and was diagnosed with PCS. Ever since then my periods have been anywhere from 6-12 days late, but I m getting PMS symtoms 2 weeks after my period starts. I also suffer from MAJOR behavioral and psychological problems 2 weeks after my period to the point my psychiatrist wants to put me on an anti-psychotic medicine. Once I get my period I feel like a 9 compared to a 3. I feel so much better now. But this week I seriously thought I was having a meltdown. uncontrollable crying, major depression, 5 panic attacks when on 2mg on klonopin , serious mood swings. I just need to know that somehow this is all related and that it will go away..... anyone?",puberty,3,healthcaremagic
Molar pregnancy is diagnosed in :,pregnancy,2,medmcqa
Best means of giving hepatitis B vaccine is,sti_hiv,1,medmcqa
from last 2 daz m feeling my peinis not standing properly..2 daz before i waz on bed wid my gf n we were loving it as i wear d condom before aking intercourse my sperms came out n from dat tym m having dat feeling my penis not standing propery..i masterbated alot dis week,contraception,0,healthcaremagic
"I am currently 28 weeks pregnant, at my last ante-natal appointment I had + protein in my urine. They sent it off and results negative for a uti. I have another antenatal appointment tomorrow and am worried they ll find protein again and that I could develop pre-eclampsia. Have a got anything to worry about?",pregnancy,2,healthcaremagic
"Hi, may I answer your health queries right now ? Please type your que My boyfriend was told he has Prostate Cancer he has not been treated yet except a pill to stop his back pain from the swelling of the prostate. Now he says he has brown feces looking coming from his penis and blood? Is this normal?",general_srh,6,healthcaremagic
Have been trying to get Pregnant for like 4yrs now but to no avail and it s bn confirmed dat I have staphlococuus aureus and anytime I make love the sPerm ends up coming out of my body almost immediately and my stomach begins to turn and I end uP running to the toilet to stroll Please what do you think is the course and what s the solution? Thanks,pregnancy,2,healthcaremagic
"I have a 12 year old developmentally delayed daughter. She is going through puberty, no flow yet,. She has had low muscle tone and severe constipation since birth, it seems to be getting worse. Is it possible that her developing hormones are and ding to her constipation problems?",puberty,3,healthcaremagic
Which is a form of cold sterilization -,contraception,0,medmcqa
"In herpes encephalitis, all of the following are true, except",sti_hiv,1,medmcqa
"I had the mirena placed 4 months ago. Everytime about a week before my period and during my period i get this acheing pain in my lower abd. When i do a sitting/standing position, push to pee/poop, and walk i can feel it. The pain is not severe but noticable along with cramping. I have also been having dizzy spells off and on. I also can not feel my strings.",puberty,3,healthcaremagic
Oral contraceptive agents typically causes:,contraception,0,medmcqa
"madam, im 9 weeks pregnant. when i scanned in 6th week (baby was 6mm), i was told tat there are few amniotic bands seen which are not close to the baby and asked to take scan after 2 weeks. then in my 8th week again i took scan . still bands are there. but does not affect the baby. baby has grown well to 17mm( 8 weeks). i am scared a lot because of this. will it affect my baby in future?? pls reply",pregnancy,2,healthcaremagic
"Hi I am 27 years, I have Pcos it has been a year and I have not conceived.I have taken clomefene citrate(Fertyl) 100 mg 2 nd day of this cycle.Todays follicular study on the 14th day shows 3.1cm follicle in left ovary.I had a shot of ChatDoctor on 12th Day. The doctor at scan said that there is pre ovulatory signs and asked me to come after 2 days. what is the chances of me getting pregnant?",pregnancy,2,healthcaremagic
Which of the following can be used in Treatment of primary dysmenorrhea-,puberty,3,medmcqa
I restarted my nuvaring on Jan 19th the first day of my period and it stopped my period... I was supposed to take out the ring on Feb 5 and got my week mixed up and didn t take it out until the 12th.. noticed a little spotting today so I put n a tampon about a hour later I took it out feeling it needed to be changed. When I did there was very little blood and this very large white clot that smelled a little. And I still am only spotting. I did have unprotected sex the 2nd and 3rd day after starting the nuva ring. I have never had this before and I am worried.,puberty,3,healthcaremagic
i am 21 years old and have been trying to concieve for about 5 months now. My boyfriends has sickle cell and has to take medication. he also smokes. everytime we have sex he does ejaculate in me. we have had sex days before my period and days after my period and even on my most fertile and ovulating days and sometimes during my period but still no baby,puberty,3,healthcaremagic
"Hi can anyone help I have suffered from lower right quadrant pain in tummy, chronic pelvic pain and lower back pain. I have a folic acid deficiency at the moment. The pain I suffer is about a 6/10. I take mini pill so no breaks or periods as was on decapeptyl prior to the mini pill. My bowels are changing now can be 5 times a day and can leak on to underware. Stools can be bloody( have internal haemorriods) but they also can feel like stuck and contain like bits of solid black bits looks like hard tar or plastic there can be lots through the stool. I really need some answers was checked for coeliac but I don t have that. Also I constantly show up as having blood and protein in urine yet no UTI and they checked my kidney from the urine and said that it s ok. Also suffer from hydradenitis supportiva not sure if important to know. Please help",general_srh,6,healthcaremagic
"I am very woried i was on my period last four days later i noticed bleeding with foul smell and thick puss coloured mucus. Today i took a bath giving extra attention down there trying to feel for the source of smell. I felt around deep as i could looking for maybe cuts or bumps. To my horror i felt something weird it didnt hurt to touch it so i pulled it out. It was a black tampon it smelled like death. Should i go to doctor i dont know how long it was up there, i have amoxicillan here can i just take those?",puberty,3,healthcaremagic
"Hi Doc! My x ray result is questionable opacities seen in the right upper lobe. Heart is not enlarged.Diaphragm and sulci are intact. Bones and soft tissue.Outline is unremarkable.Interpretation Questionable opacities, right upper lobe. Suggest lordotic view for further evaluation.What does it mean Doctor?",contraception,0,healthcaremagic
Most effective mode of contraception for a woman with hea disease?,contraception,0,medmcqa
Hi i have been having abdominal bloating and cramping some what on and off but mostly on the past week im tired and irritable all the time and yesterday i got a migrane. I have been getting a slight sore throat that only last like an hour the past two days. Me and my bf did have unprotected sex and he did go inside me on may 23 but about four days later i took the plan b pill also i was on my period from may 18 till the 21 then i bleed for two days two weeks after that period was over..i have tooken a pregnancy test and it came back negative..im just really wondering what is going on bc the stomach cramping and back cramping is dull but uncomfortable along with the bloating. If you could please tell me any possiblities that could be wrong i would really appricate it..it almost feels like gas but i really dont know also last night my colon was like throbbing in pain for like thirty mins i tired to take a bowl movement but nothing came out.,contraception,0,healthcaremagic
"my 10 1/2 mth. old son doesnt have a fever or cry when urinating, but he does have a very small amount of blood around the area of his circ. penis when i pull it back. At nite when I change him, he pulls at it but doesnt cry. is this a diaper rash, and wont otc creams irritate THAT part of his penis too much?",general_srh,6,healthcaremagic
"Dear Sir, in 1998, i have been suffering from hepatitis b . After ayurvedic treatment i became well but after a gap of 1 year i.e from 2001, i have regular increase in serum bilirubin, sgpt, sgot ,. Also my platelets come down to 0000 and haemoglobin count come to 7. Also my liver became fatty. for the last 10 years i m suffering from same problem. suggest us what to do, or ay ayurvedic hospital which can cure this problem",sti_hiv,1,healthcaremagic
"I am a female, 44 years old. For the past 5-6 days I have been having almost constant dull cramping in the lower abdomen area (no particular side) . I also occasionally have a throbbing sensation in the groin area. I have been to my ob-gyn and had a pelvic exam and had urine tested for infections. The doctor could not find anything wrong. He did not do an ultrasound or send me for further screening. My IUD Mirena is due to be removed (over 5 years) in the next couple of weeks and has been in since 2009 (over 5 years). Any ideas as to what this could be...I am concerned. My ob-gyn thinks I need to see a gastrointestinal doctor. Thanks.",contraception,0,healthcaremagic
Most common cause of UTI in pregnancy:,pregnancy,2,medmcqa
"Hi, my vagina skin is peeling off... and it always itchy also their some stuff like bumps or pimple that always appear if I burst it the yacky stuff comes out (I dont know what its called) then the blood comes out. Is this normal? Or do I have an infection or STD?",sti_hiv,1,healthcaremagic
"hello doctor, i had an abortion almost exactly a year ago, i have lost alot of weight, am not sure if it is because of the abortion or because of stress, and have been having sever lower abdominal pains. is this normal? i am 18 i weigh 107 lbs and i am 53",pregnancy,2,healthcaremagic
I am 5 weeks pregnant And I am having bleeding bt medium and now after medication its drop and drop In scan I found my sac is lying in lower of the uterus and doc adviced me to clean and w8 for next pregnancy bt sac is present so I didn t clean and I m hoping for good Is there any chance dat everything will be alryt ??? Plzzz help me,pregnancy,2,healthcaremagic
Hi there I have had a blood test which has shown high pro lactin. I had the test because my periods have been very light and irregular and my boyfriend and I have not been using protection for the last two years and I m still not pregnant. I m tired and very thirsty all the time and for about a week a month I feel dreadful with blocked sinuses and puffy eyes and a headache. I m having another blood test today to see if my levels are still high. What can this mean?,pregnancy,2,healthcaremagic
"Dear Doctor, I am a 18 yr old male. For the past few months I have been trying out semen retention. I read about it online, though there seemed to be lot of conflicting opinions and arguments both for and against it. I hold back both when masturbating or when actually having sex with my girlfriend, though i still always use a condom. I ve found that this allows me to stay erect for 2+ hours, which makes it easier for her to orgasm multiple times, and we both enjoy it more. When I do this i feel aroused often and am able to edge or have sex every day, sometimes several times a day. My only concern is, will I have any health side effects from this? I ejaculate once a month just to be safe. Thanks.",contraception,0,healthcaremagic
"My girlfriend has been on this pill (birth control) for over a year. This month, she has forgotten to take her daily pill a few times and has taken 3 in one day to make up for what she forgot to take. She stopped taking it last week ready for her period which should have started yesterday. We have never had sex, but we have had sexual contact through masturbating each other, but every time I have ejaculated, we stop contact immediately and wash hands. Could she be pregnant?",contraception,0,healthcaremagic
"Can the Mirena IUD make yeast infections more likely and also can the IUD create the urge to urinate frequently? My urine is clear and ultrasound is normal.. It doesnt feel like bladder fullness, just more of a urethral twinge/burning. NO STDs either.",contraception,0,healthcaremagic
"Hello, My boyfriend and I are engaged in sexual outercourse. There was no penetration at all, but, he came on top of my vagina. My last cycle was April 14-18, we had contact on 19-23, and 28-1. I took Plan B on the 6th and is taking birth control till today. My question is, How high is my risk of getting pregnant? Whats the likelihood of sperms from vulva swimming inside? From your professional opinion, should I be worried? Thank you!",contraception,0,healthcaremagic
"Have for over six months suffered from lower abdominal pain, like period pain, although am 63. I also suffer from lower back pain due to disc problems. Mainly left hand side. Sometimes severe. Had blood test for ovarian cancer which was negative. Feel bloated and suffer from constipation.",puberty,3,healthcaremagic
"Hi I am 51 female ,perimenopausal,for the last 18 months I have suffered with a yellow coated tongue in the morning and it is getting a lot worse.I feel awful in the mornings any way and look generaly unwell.I have a healthy diet.I am seeing a gynocologist for cyst on my ovaries and my uterus had a thicker lining than normal.I have a lot of wind and bloating and pains in my abdomen-I am a bit of a mess. Can you help",general_srh,6,healthcaremagic
"I do have a question. I stopped taking my birth control pill over a month ago and I know there are some side effects with that. However, I have constant cramping. Not too painful but noticeable. I also have headaches that will not subside and loss of appetite. I am very emotional and irritable. Is this all normal??",contraception,0,healthcaremagic
I am being folowed up of carcinoma ovary- post hysterectomy and BSO. Current ultrasound study reveals- * Hepatomegaly with fatty liver. * Left renal pelvic fullnes- ?significance. Report also says Previous CT scan correlation may be suggested to rule out left extra-renal pelvis/ mild pelviureteric junction obstruction. Please sugget the exact issue and the course of action.,general_srh,6,healthcaremagic
"Hi. I got married before an month.my period has been delayed for 10 days. We both have planned for kid only after an year. Am I pregnant? If i have lots of papaya and pineapple, is there an chance to get my period regular? please help. I really don t want to get conceived now.",puberty,3,healthcaremagic
"Hey there!I am a gay, me and my mate have a daily penetration, he cums inside me...my question is, if i have hommeroids and his sperms goes inside my blood, will my immunity system consider semen as a intruder and fight it then,if yes, what about the semen which is in my body(my testicles), will be fought as well?thank you",general_srh,6,healthcaremagic
"hi am vila 23 years old am suffering from raw rice addition since am fifteen. I do 2 mouth surgery beacause of broken teeth all my teeth are dead. i have belly pain.. difcficulty to sit,to walk.. feel out of breath sometime. The thing is that iwant to stop. I ve try lots of time but i can . I have difficle menstruation. I eat raw rice all dat long if i dont eat i can t sleep i even have get insomnia problems. the think is that i want to stop but how ?",puberty,3,healthcaremagic
hi im a 32 year old male and have recently noticed white stuff under my foreskin and is a little smelly. I do tend to itch alot and im worried because im wanting to start a family this year and with this condition im finding it hard to tell my wife and put off having sexual intercourse. Please can you help,general_srh,6,healthcaremagic
"Hey, ive rapidly came down with the flu in 2days, Im struggling to breath, shaking, and got what feels like period cramps, is it normal. For it too effect someone do quick ? Ive never been this bad before, im not sure if I should make an appointment at my local doctors, I also keep feeling as if I need to be sick",puberty,3,healthcaremagic
I recently had a Laposcopic surgery to reduce size of a hepatitis cyst on my liver. Post surgery i developed severe pain in upper chest. First diagnosis was air bubble. Cardiologist got involved because they thought it may be my heart. After many hear tests they said I had I claymation of protective lining of heart- pericardis. I understood them to say it was caused by surgery. Note that I also have an infection in my testicle that may have been there pre-surgery,general_srh,6,healthcaremagic
"Hi I would like some info regarding lower left abdomnal pain, which I have since last July, have had a gunny doc check my ovaries etc said all clear. Have bloods and swabs done and all clear. Am waiting for bowel clinic to see what they say. Also notice if bladder fills up the lower left pain gets worse or more uncomfortable, have myself worried about what could be wrong. Sometimes I also feel my lower back sore.",general_srh,6,healthcaremagic
Which drugs are used for prenatal therapy of congenital adrenal hyperplasia?,pregnancy,2,medmcqa
"Hello. My husband had a vasectomy 10 years ago and I have been on birth control since, not for fear of pregnancy but because my periods would always start on time but last anywhere from 7-14 days. We never did a sperm count after the vasectomy and have had no reason to worry about an unwanted pregnancy. However, I stopped my birth control last month. I should have started my period 2 weeks ago but haven t. I had one very heavy brown bleeding when I used the rest room 2 days ago but have had no bleeding since that one instance. I am nauseated, having ocasional sharp pains in my lower left pelvic area. My fear is the slight possibility of being pregnant and having a possible ectopic ( my second pregnancy was ectopic). Any validity to my fears or is this normal after stopping birth control?",contraception,0,healthcaremagic
"My husband has a warm sensation when peeing and now says that his penis feels hot. Went to urgent care that said the sugar in his urine was high especially since he had eaten 4 hours earlier. Confident no STD, but not given any ideas. I know he is in significant discomfort.",sti_hiv,1,healthcaremagic
"My daughter is 21 weeks pregnant. Here titre score went from 2 to 16 in 2 weeks. They say there is nothing they can do but monitor the babys blood flow to the brain, etc. Something about not being the normal Rh factor, but a rare form on the 4th instead of 3rd level of something. The baby is now 15 ounces and she has been having contractions for 2 weeks. They are not as concerned about the contractions as the titre level. What are the chances of her delivering a viable baby and how far along does she have to be for the baby to have a fair chance of making it?",pregnancy,2,healthcaremagic
"""What support services or resources are available to help me cope with the emotional and psychological aspects of living with HIV/AIDS?""",sti_hiv,1,afrimedqa
"I m 19. I ve been sexually active for a little while now. I was on the birth control pill Apri, started having bad side effects, so my doctor switched me to the Ortho Evra patch. The day I stated it, my boyfriend and I had sex, once we were done and he pulled out, there was a brown slime of sorts on him. Both of us were very confused. Any body know why that might have been? *I also have noticed red-brown discharge just from me.",contraception,0,healthcaremagic
so for birth control im on the shot. after 3 months i was suppose to get another shot but i never went. so i got my period and i figured by me missing the next shot that caused me to get it. i had my period for like a few weeks. then it went away for a few days. i had unprotected sex and the next day i got my period again. even when i dont have my period im constantly bleeding like brown stuff. i dont think i could be pregnant but im just not too sure. or if im having all of this happen due to the fact that i missed my next birth control shot. can you help me figure out what could be wronge please ????,puberty,3,healthcaremagic
"i am 64 year male on Atrovastatin 20mg x10 years, hypertensive on lisinopril 20 mg amlodipine 5 mg. Last 6 months have lost 6kgs, Lft are deranged, since last 4 months have stopped Atrovastatin, CBC 4months back normal, All viral studies including HIV negative, Liver biopsy shows grade 2 hepatitis and stage 2 fibrosis with lymphoid proliferation.TSH 14.3 started Levothyroxine 50 mcg 3 weeks back,repeatCBC shows Lymphopenia, Decrease HB and Platelets,",sti_hiv,1,healthcaremagic
hi there i am 7 weeks pregnant and i have been having some bleeding for the last three days.. i spoke to my doctor friday and she said it is just implantation.. 7 weeks in .. could this still be... its not bleeding as in period bleeding it is only when i wipe.. should i go back to my doctor?HELP,pregnancy,2,healthcaremagic
"About vaccination for carcinoma cervix, all are true EXCEPT:",general_srh,6,medmcqa
Hi I have been seeing a neurologist for 15 months. It started with me having severe pain in my legs (spasticity). Had MRI and found a few lesions on my brain. Neurologist was 95 percent sure MS. Had spinal tap (Negative). B-12 was 344 when symptoms was occuring. Symptoms started improving b-12 dropped to 179. Had symptoms on and off for months. Balance is still messed up. Had more MRI s in May. Have cervical stenosis and cervical spondylosis. EMG was good. Had VEP and no results yet. During VEP lost visual a couple times in left eye in right eye screen went completely white a few times. Having major symptoms from neck,general_srh,6,healthcaremagic
In Gonorrhoea -- which is not a presenting feature?,sti_hiv,1,medmcqa
Which is the ideal contraceptive for a couple who are IT workers in Bangalore and Hyderabad respectively and meets only occassionaly?,contraception,0,medmcqa
"Here is my concern. I have a 9yr old daughter that is still pooping in her pants. At first it started out that she refused to let it out because it was hurting to much. Then when I took her to see her doctor a pelvic ultrasound was ordered due to a mass on her left side. Her doctor told me that the mass was inpacted fecal matter. Then she was put on a strict diet, I was told to give her 1 ts of Micylax a day for a week, have her eat more fiber, eat an apple a day, 4 prunes a day and a green everyday. Well, I have done all that and now it has gotten to the point to where she has the runs so bad that she can not control it at all. She has been to see a Pediatric GI doctor, and they say that there is nothing wrong with her bowels. Please, help me, I can not handle throwing away anymore panties due to being stained so bad. What else can I do?",general_srh,6,healthcaremagic
"A 39- year old woman , para 3 Live3, complains of severe, progressive secondary dysmenorrhea and menorrhagia. Pelvic examination demonstrates a tender, diffusely enlarged uterus of around 12 weeks pregnant size uterus, with no adnexal tenderness. Results of endometrial biopsy are normal. This patient most likely has:-",general_srh,6,medmcqa
"Hi,, I am 25 yr and married from 2 yrs, I have pcos, and very irregular periods, and I badly need to conceive baby, my Dr told me to take gulucophase and dupaston for 3 month, does this medicine help me to get pregnant.... And clomid from day 3 to 7 in my periods,,, only one cycle... Please tell me is this help me",pregnancy,2,healthcaremagic
"i had sex a week ago from yesterday, he was wearin a condom and ejaculated in the condom, and the condom slipped off, and we continued to have sex without knowing the condom slipped off. i took the morning after pill 20 hours after having sex...and i was suppose to have my period yesterday. what do i expect?",contraception,0,healthcaremagic
Best method for cancer cervix screening is :,general_srh,6,medmcqa
My Daugther when she was 6 years old was tested positive for Hbs Ag. (is it Hepatitis B?)Immediately after 15 days she was tested negative. We tried 2 more labs then also we got only negative. Is there any chance for wrong diagnosis? Now she is 20 years old and hence advice us,sti_hiv,1,healthcaremagic
"I was prescribed Ginet-84 for my acne and I understand that it is also effective as a contraceptive. Is the efficacy of Ginet-84 as a contraceptive lower than other oral contraceptives? And can you still be pregnant, on the pill and still get the monthly withdrawal bleeds and what are the chances? Thanks.",contraception,0,healthcaremagic
